MES_ANO;UF_PROCEDENCIA;CATEGORIA;QTD_MACHO;QTD_FEMEA
04/2004;SC;Bufalo;3;0
04/2004;SC;Marreco;14208;0
04/2005;AM;Bovino;1156;1259
04/2005;DF;Frango;5696788;0
04/2005;GO;Suino Tipo Carne,;81375;2360
04/2005;MG;Bufalo;40;0
04/2005;MS;Equino;700;513
04/2005;PA;Touro/Touruno;554;0
04/2006;MG;Galeto;1512;0
04/2006;MS;Novilha Precoce;180;0
04/2007;GO;Novilho Intermediario;3172;0
04/2007;MS;Bufalo;124;0
04/2007;MT;Touro/Touruno;535;0
04/2007;SP;Touro/Touruno;273;0
04/2008;MS;Galinha;24415;0
04/2008;RO;Muar;5;2
04/2008;RS;Bufalo;237;0
04/2008;SE;Frango;65657;0
04/2008;SP;Ovino;553;65
04/2009;GO;Ovino;90;135
04/2009;RS;Asinino;6;4
04/2010;AM;Bovino;4042;3095
04/2010;MS;Galinha;60629;0
04/2010;RS;Bufalo;114;0
04/2011;AM;Bovino;4040;4180
04/2011;SC;Porca Matrizeira;10166;0
04/2011;SC;Porco Nao Classificado;41712;0
04/2011;TO;Bovino;38282;30005
04/2012;MG;Muar;5;1
04/2012;PR;Suino Tipo Carne,;123560;119856
04/2012;RO;Vaca;52156;0
04/2012;RS;Peru;426743;0
04/2012;SP;Novilho Intermediario;2042;0
04/2013;MG;Frango;34629071;0
04/2013;RR;Bovino;2567;1652
04/2013;SP;Bovino;76279;53238
04/2015;GO;Equino;197;133
04/2015;GO;Suino Tipo Carne,;1602;16797
04/2015;MT;Novilha Intermediaria;25;0
04/2015;SP;Bufala;46;0
04/2015;SP;Ovelha;3;0
04/2015;SP;Vaca;1238;0
04/2016;GO;Suino;67108;57739
04/2016;MG;Galo;5225;0
04/2016;MG;Porca Matrizeira;2156;0
04/2016;MG;Suino;73722;49855
04/2017;GO;Muar;71;55
04/2017;RS;Porca Matrizeira;4172;0
04/2017;SC;Bovino;1370;4219
04/2018;GO;Novilha Precoce;2743;0
04/2019;RS;Novilha Precoce;249;0
04/2019;RS;Novilhao;963;0
04/2020;PR;Vaca;4595;0
04/2020;SE;Porca Matrizeira;90;0
04/2021;GO;Frango;9425332;12345465
04/2021;MS;Suíno;161357;50309
04/2021;RS;Novilha Intermediaria;16;0
04/2021;SC;Ovino;4;0
04/2022;GO;Rã-touro;13500;0
04/2022;PR;Frango;62534747;35283317
05/2002;RS;Touro/Touruno;9;0
05/2003;GO;Bufala;51;0
05/2003;GO;Equino;437;489
05/2003;PR;Porco Matrizeiro;404;0
05/2005;GO;Novilho Precoce;3655;0
05/2005;RS;Novilha Precoce;1714;0
05/2005;SE;Asinino;6;9
05/2006;GO;Novilho Precoce;6018;0
05/2006;MG;Vaca;1072;0
05/2006;MS;Suino;3550;3555
05/2006;MT;Novilhona;79033;0
05/2006;PR;Galinha;351256;0
05/2006;RS;Leitao;2082;0
05/2007;BA;Ovino;1276;424
05/2007;MT;Equino;151;148
05/2008;MG;Galeto;2520;0
05/2008;MS;Bufalo;71;0
05/2008;PR;Ovelha;40;0
05/2008;RO;Muar;1;1
05/2008;SP;Frango;56377815;0
05/2009;DF;Galinha;15491;0
05/2009;MG;Suino;51985;46462
05/2009;PA;Bovino;88916;35434
05/2009;PE;Frango;1262960;0
05/2009;PR;Bufala;31;0
05/2009;RO;Novilhona;4;0
05/2009;SP;Bovino;74569;52252
05/2009;SP;Vitelo;1128;0
05/2010;BA;Suino;2707;871
05/2010;MS;Suino Tipo Banha,;200;0
05/2010;MT;Touro/Touruno;1869;0
05/2010;PB;Frango;731860;0
05/2010;SC;Novilho Intermediario;275;0
05/2011;AM;Bovino;2619;1871
05/2011;BA;Leitao;99;0
05/2011;BA;Muar;1;4
05/2011;BA;Suino;738;0
05/2011;GO;Novilha Intermediaria;3340;0
05/2011;PE;Frango;961736;0
05/2011;SP;Avestruz;189;0
05/2012;BA;Ovino;537;1067
05/2012;BA;Queixada;9;0
05/2012;GO;Galinha;387237;0
05/2012;MG;Novilhao;536;0
05/2012;RR;Suino;3;0
05/2012;RS;Novilhona;181;0
05/2012;SC;Porco Nao Classificado;51812;0
05/2013;MT;Novilhona;66351;0
05/2013;MT;Porca Matrizeira;1366;0
05/2013;RS;Equino;460;338
05/2013;SC;Porco Matrizeiro;6;0
05/2014;BA;Bovino;32383;19686
05/2015;MG;Bufalo;64;0
05/2015;MG;Novilha Precoce;4857;0
05/2015;MG;Suino Tipo Banha,;800;0
05/2015;MT;Galinha;475046;0
05/2015;MT;Novilhona;41711;0
05/2016;MG;Novilhao;151;0
05/2016;PR;Frango;157600158;0
05/2016;SC;Leitao;217;0
05/2017;MG;Porco Matrizeiro;964;0
05/2017;MS;Porco Nao Classificado;2868;0
05/2017;PA;Frango;6609860;0
05/2017;PR;Leitao;172;0
05/2018;GO;Bufalo;3;0
05/2018;GO;Galo;21019;0
05/2018;RS;Bubalino Jovem;356;0
05/2018;SP;Porca Matrizeira;540;0
05/2019;MG;Novilha Intermediaria;72;0
05/2019;PA;Galinha;17615;0
05/2019;PR;Galo;68738;0
05/2020;MT;Touro/Touruno;1245;0
05/2020;PA;Touro/Touruno;19;0
05/2020;RS;Bufala;468;0
05/2021;MG;Ovino;70;0
05/2021;MG;Tilápia, Tilápia-do-Nilo;85350;0
05/2021;PR;Coelho;65;65
05/2022;PR;Frango;68691596;41417540
06/2002;RS;Bufala;43;0
06/2003;ES;Bovino;11315;3297
06/2003;PR;Muar;3;3
06/2003;RS;Frango;46607855;0
06/2003;RS;Novilha Precoce;56;0
06/2003;RS;Porca Matrizeira;3919;0
06/2003;SC;Novilho Precoce;1081;0
06/2003;SP;Javali;216;0
06/2005;MS;Bufalo;12;0
06/2006;MS;Vaca;1088;0
06/2006;RJ;Equino;167;104
06/2006;RO;Equino;43;62
06/2006;SP;Touro/Touruno;126;0
06/2006;TO;Ovino;197;0
06/2007;DF;Suino;4503;4599
06/2007;MG;Bufalo;27;0
06/2007;MG;Novilhona;20;0
06/2007;RS;Novilhona;898;0
06/2007;SP;Novilha Intermediaria;2669;0
06/2008;GO;Galinha;148887;0
06/2008;MG;Porca Matrizeira;1671;0
06/2008;RS;Novilho Precoce;3361;0
06/2008;SC;Suino Tipo Carne,;185587;166717
06/2009;MG;Novilhao;196;0
06/2009;MS;Touro/Touruno;154;0
06/2009;RO;Muar;2;4
06/2010;AC;Bovino;18799;7014
06/2010;SC;Novilhao;484;0
06/2010;SP;Novilhona;2014;0
06/2010;TO;Frango;496363;0
06/2011;BA;Cordeiro;51;0
06/2011;SC;Bovino;1439;3566
06/2011;SP;Bufala;16;0
06/2011;SP;Porca Matrizeira;219;0
06/2012;MG;Bovino;95313;44857
06/2012;RO;Frango Especial;31873;0
06/2012;RS;Galo;29340;0
06/2012;SP;Suino Tipo Banha,;45;0
06/2013;BA;Ovino;898;661
06/2013;GO;Bovino;119151;47095
06/2013;RS;Novilha Intermediaria;201;0
06/2013;SP;Bovino;83629;40840
06/2013;TO;Touro/Touruno;18;0
06/2015;GO;Bufalo;15;0
06/2015;MG;Porca Matrizeira;3679;0
06/2015;MS;Bovino;171603;109002
06/2015;RS;Bufala;201;0
06/2015;SC;Equino;8;12
06/2016;GO;Galo;8187;0
06/2016;MG;Suino Tipo Banha,;182;0
06/2016;RR;Bovino;2356;926
06/2016;SP;Vaca;915;0
06/2017;BA;Frango;3023429;0
06/2017;GO;Novilhao;9431;0
06/2017;PR;Porca Matrizeira;3992;0
06/2017;SP;Novilha Intermediaria;3509;0
06/2018;BA;Bovino;29897;7267
06/2018;SP;Galinha De Postura;276408;0
06/2020;ES;Frango;3336173;0
06/2020;GO;Porco Nao Classificado;290;0
06/2020;MG;Porco Nao Classificado;61845;0
06/2021;RN;Aves;173820;184812
06/2021;SP;Coelho;1305;0
06/2022;AC;Suíno;2376;2464
06/2022;BA;Suíno;61;116
06/2022;SP;Tilápia do Nilo;1467940;0
07/2002;MG;Bovino;10115;2610
07/2003;DF;Suino;1065;675
07/2003;GO;Bufalo;57;0
07/2003;RO;Bovino;42383;15385
07/2003;RS;Vaca;4113;0
07/2004;DF;Suino;2105;1992
07/2004;GO;Bovino;146966;102719
07/2004;MS;Galinha;6828;0
07/2004;SP;Muar;12;4
07/2004;TO;Bovino;43101;24627
07/2005;BA;Bufala;20;0
07/2005;MS;Galinha;7200;0
07/2005;PR;Leitao;225;0
07/2005;RS;Bufalo;85;0
07/2005;RS;Porca Matrizeira;2569;0
07/2006;MT;Galinha;47510;0
07/2006;PA;Bovino;109431;82572
07/2006;TO;Bovino;44638;37129
07/2007;AM;Bufala;27;0
07/2007;MS;Leitao;380;0
07/2007;MT;Novilha Precoce;306;0
07/2007;PE;Galeto;222769;0
07/2007;PR;Frango;87990869;0
07/2007;SP;Novilho Intermediario;5724;0
07/2008;BA;Asinino;150;213
07/2008;BA;Cordeira;2;0
07/2008;ES;Frango;607593;0
07/2008;GO;Equino;387;242
07/2008;MT;Suino;15649;17310
07/2008;PR;Suino Tipo Banha,;115;0
07/2008;TO;Novilha Intermediaria;19;0
07/2009;BA;Frango;2260193;0
07/2009;MS;Galinha;21631;0
07/2009;RS;Ovino;966;183
07/2009;SC;Porco Matrizeiro;420;0
07/2009;SP;Galeto;150;0
07/2010;AM;Novilhao;414;0
07/2010;GO;Novilho Intermediario;2678;0
07/2010;MG;Vaca;1758;0
07/2010;MS;Vaca;126;0
07/2010;RJ;Bovino;80;0
07/2011;DF;Galinha;30606;0
07/2011;RS;Frango;66280423;0
07/2011;RS;Galo;16014;0
07/2012;SC;Codorna;540828;0
07/2013;BA;Bufala;31;0
07/2013;BA;Galeto;1450451;0
07/2013;PA;Bovino;104258;61164
07/2013;PE;Galeto;497631;0
07/2013;RS;Frango;65658256;0
07/2014;BA;Bovino;26260;17625
07/2014;PA;Bovino;111873;63704
07/2014;PA;Bufala;39;0
07/2014;RJ;Leitao;210;0
07/2014;RR;Bovino;3360;1254
07/2014;SC;Galo;7988;0
07/2015;DF;Frango;6748453;0
07/2015;GO;Novilhao;17863;0
07/2015;SC;Bubalino Jovem;1;0
07/2016;BA;Equino;54;20
07/2016;GO;Novilho Intermediario;35899;0
07/2016;MG;Bufala;140;0
07/2016;MG;Suino Tipo Banha,;494;0
07/2016;PA;Bovino;140462;65142
07/2016;RJ;Bovino;1199;380
07/2016;RO;Touro/Touruno;53980;0
07/2017;AM;Touro/Touruno;593;0
07/2017;MG;Porco Nao Classificado;65252;0
07/2017;MT;Vaca;5803;0
07/2017;SC;Porco Nao Classificado;146308;0
07/2018;MS;Bufala;11;0
07/2018;MS;Frango;13671843;0
07/2018;RS;Cordeiro;44;0
07/2019;MG;Porco Nao Classificado;58624;0
07/2019;PA;Galinha;8851;0
07/2019;SC;Bovino;1568;4563
07/2020;MG;Porco Nao Classificado;57119;0
07/2020;RR;Bovino;1985;265
07/2022;MT;Galinha;9324;668628
07/2022;RS;Peru;159982;217928
08/2000;BA;Bovino;105;0
08/2001;SP;Suino Tipo Carne,;4261;4262
08/2003;MS;Bovino;148487;100584
08/2003;RS;Suino Tipo Carne,;26755;25481
08/2003;RS;Vaca;2444;0
08/2003;SC;Porco Matrizeiro;647;0
08/2004;BA;Frango;3823873;0
08/2004;GO;Novilho Precoce;3027;0
08/2004;MS;Porco Matrizeiro;2;0
08/2004;PR;Frango;41694590;0
08/2004;SP;Equino;1435;1364
08/2004;TO;Muar;6;7
08/2005;GO;Novilha Precoce;126;0
08/2005;PR;Peru;466696;0
08/2005;SC;Novilho Precoce;2534;0
08/2006;PA;Novilhao;7071;0
08/2006;PR;Galo;3219;0
08/2006;SC;Galinha;236393;0
08/2007;MS;Cordeiro;235;0
08/2008;BA;Muar;19;11
08/2008;PR;Equino;431;331
08/2008;PR;Suino Tipo Banha,;179;30
08/2009;DF;Galinha;6765;0
08/2009;MT;Vaca;13611;0
08/2009;RO;Frango;847913;0
08/2009;RS;Javali;161;139
08/2009;SP;Novilho Precoce;346;0
08/2009;SP;Ovino;178;162
08/2010;MT;Galinha;35233;0
08/2010;MT;Novilhona;21280;0
08/2010;PR;Frango;111755558;0
08/2010;SE;Bovino;3528;198
08/2011;MT;Bovino;154621;93184
08/2012;AM;Novilhao;533;0
08/2012;MA;Bovino;33076;983
08/2012;SP;Novilha Precoce;947;0
08/2012;SP;Suino Tipo Carne,;40083;25184
08/2013;MT;Suino Tipo Carne,;68820;67643
08/2013;RS;Ovino;3470;898
08/2013;SP;Ovelha;19;0
08/2014;ES;Bovino;13836;5285
08/2014;MS;Novilhao;108;0
08/2014;SP;Novilho Precoce;340;0
08/2015;AC;Bovino;14326;4899
08/2015;GO;Galo;7488;0
08/2015;GO;Novilha Precoce;2469;0
08/2015;MS;Galo;1200;0
08/2016;GO;Novilha Precoce;3522;0
08/2016;PE;Galeto;1188641;0
08/2017;BA;Cabrita;6;0
08/2017;GO;Novilha Intermediaria;8080;0
08/2017;MG;Novilhao;18;0
08/2017;RS;Bufalo;32;0
08/2018;MG;Galo;10879;0
08/2018;MT;Novilhao;62051;0
08/2018;MT;Porco Matrizeiro;10;0
08/2019;BA;Galinha;18202;0
08/2019;DF;Bovino;29;69
08/2019;PR;Suino Tipo Carne,;181674;141067
08/2019;RR;Bovino;881;112
08/2019;SC;Cordeiro;12;0
08/2019;SP;Pato;1731;0
08/2020;MS;Bovino;165715;106319
08/2020;PA;Bufala;128;0
08/2020;RO;Bovino;37283;20915
08/2020;RS;Galinha De Postura;60479;0
08/2020;SP;Muar;2;0
08/2021;MS;Ovino;92;456
08/2021;MS;Tilápia do Nilo;1535001;0
08/2021;SC;Bovino;3108;6391
08/2021;SE;Frango;2444;0
08/2021;SP;Coelho;1258;0
08/2021;SP;Ovino;323;127
08/2022;SP;Ovino;975;14
09/2003;MS;Suino Tipo Carne,;30321;26339
09/2004;GO;Ovino;91;7
09/2004;MG;Galinha;93009;0
09/2004;PR;Muar;11;5
09/2004;RS;Ovelha;90;0
09/2004;SP;Porco Nao Classificado;170;0
09/2005;MS;Novilho Intermediario;196;0
09/2005;MS;Suino Tipo Carne,;43199;33396
09/2005;MT;Suino;25946;27850
09/2005;SP;Novilha Intermediaria;1573;0
09/2005;SP;Pato;4978;0
09/2006;MG;Bovino;87730;24807
09/2006;MT;Galinha;98082;0
09/2006;RS;Galeto;158445;0
09/2006;SC;Leitao;2637;0
09/2006;SP;Porca Matrizeira;1102;0
09/2007;GO;Suino Tipo Carne,;92779;1354
09/2007;RS;Leitoa;937;0
09/2007;SC;Bovino;1410;1718
09/2007;SC;Bufalo;11;0
09/2008;AL;Avestruz Fêmea;52;0
09/2008;CE;Ovino;296;268
09/2008;SC;Pato;116210;0
09/2009;BA;Suino;3089;1174
09/2009;MG;Novilho Precoce;9449;0
09/2009;MS;Equino;155;105
09/2009;MS;Galinha;114967;0
09/2009;MS;Suino Tipo Carne,;62702;15534
09/2009;MT;Vaca;12245;0
09/2009;PA;Bovino;96030;46159
09/2010;SC;Suino Tipo Banha,;210;50
09/2011;PR;Novilha Intermediaria;1556;0
09/2011;PR;Novilho Intermediario;93;0
09/2011;RS;Galinha;855670;0
09/2011;RS;Ovelha;3476;0
09/2011;SC;Bovino;1554;4277
09/2011;SP;Frango;56742268;0
09/2012;BA;Bufalo;149;0
09/2012;MG;Peru;514818;0
09/2012;MS;Novilhona;240;0
09/2012;PR;Novilho Intermediario;4;0
09/2013;MT;Galo;7558;0
09/2013;PR;Novilha Intermediaria;1523;0
09/2013;SC;Pato;99040;0
09/2013;SC;Porca Matrizeira;8617;0
09/2013;SC;Suino Tipo Carne,;70202;57467
09/2015;BA;Galinha;42667;0
09/2015;GO;Novilhao;19904;0
09/2015;PR;Bufala;6;0
09/2015;RO;Galinha;35398;0
09/2015;SC;Suino Tipo Carne,;88604;78007
09/2016;MG;Suino;67925;39809
09/2016;PR;Frango;149525797;0
09/2016;RS;Bovino;26350;29885
09/2016;RS;Frango;59789582;0
09/2016;SC;Novilho Precoce;1050;0
09/2016;SP;Ovino;19;11
09/2017;ES;Frango;2987730;0
09/2017;MT;Galinha;379547;0
09/2017;PB;Frango;1264318;0
09/2018;MS;Suino;34084;34076
09/2018;MS;Vaca;96;0
09/2018;PA;Frango;3696330;0
09/2018;SC;Peru;814350;0
09/2019;RO;Vaca;45218;0
09/2019;SC;Novilho Precoce;1489;0
09/2021;GO;Galinha;4711993;3910725
09/2021;PR;Bovino;38698;20650
09/2021;PR;Equino;87;67
09/2022;AC;Suíno;2281;2329
09/2022;RS;Galinha;3149495;12314297
1/2021;RS;Frango;63943936;0
10/2002;RS;Javali;144;135
10/2002;SC;Faizão;15000;0
10/2002;TO;Bovino;39424;5990
10/2003;PR;Coelho;2373;0
10/2003;SC;Bovino;2148;2019
10/2004;MG;Porca Matrizeira;1009;0
10/2004;RJ;Suino Tipo Carne,;46;46
10/2005;GO;Bufala;57;0
10/2006;MG;Muar;36;30
10/2006;MT;Porca Matrizeira;333;0
10/2006;RS;Galeto;179545;0
10/2006;RS;Novilha Intermediaria;3327;0
10/2006;SP;Coelha;210;0
10/2006;SP;Novilha Precoce;314;0
10/2006;SP;Vaca;5332;0
10/2007;BA;Frango;3706708;0
10/2007;MG;Galinha;232037;0
10/2007;PR;Novilha Intermediaria;1293;0
10/2007;SC;Suino Tipo Banha,;0;80
10/2007;TO;Ovino;37;13
10/2008;MG;Bubalino Jovem;11;0
10/2008;MS;Porca Matrizeira;496;0
10/2008;PR;Suino Tipo Carne,;58024;41305
10/2009;PA;Novilhona;2538;0
10/2009;PR;Frango;108190839;0
10/2009;RO;Equino;24;24
10/2009;SC;Novilhao;666;0
10/2010;RO;Novilha Precoce;20;0
10/2010;SP;Galinha;1743136;0
10/2011;MS;Novilha Intermediaria;120;0
10/2011;RS;Suino;271489;212603
10/2011;SP;Suino Tipo Carne,;38593;23842
10/2011;TO;Muar;4;4
10/2012;GO;Bovino;157840;28684
10/2012;MS;Bovino;199064;130787
10/2013;BA;Suino;399;0
10/2013;GO;Galo;11283;0
10/2013;MS;Avestruz;84;0
10/2013;PR;Suino Tipo Carne,;124655;113110
10/2014;AM;Bovino;1723;1277
10/2014;BA;Frango;3275756;0
10/2014;GO;Equino;86;29
10/2014;MS;Bovino;207612;114608
10/2014;MT;Novilho Intermediario;85;0
10/2014;SC;Porco Matrizeiro;159;0
10/2014;SP;Vaca;1354;0
10/2015;DF;Bovino;0;6
10/2015;PI;Frango;357773;0
10/2015;RS;Frango;68582692;0
10/2016;BA;Asinino;10;36
10/2016;PA;Bufala;8;0
10/2016;SC;Novilha Precoce;435;0
10/2016;SP;Suino Tipo Carne,;14164;10191
10/2017;AM;Bovino;3131;1594
10/2017;GO;Muar;31;24
10/2018;MG;Novilho Precoce;19829;0
10/2018;MG;Ovino;451;84
10/2018;PA;Novilha Precoce;232;0
10/2018;RO;Vaca;46746;0
10/2018;SP;Leitoa;1;0
10/2019;DF;Suino;75;462
10/2019;MT;Novilhona;5882;0
10/2019;PE;Galeto;1366667;0
10/2020;MG;Bovino;136449;25296
10/2021;PR;Galinha;1605663;4105526
11/2003;MG;Novilho Precoce;4139;0
11/2003;PR;Ovino;8;0
11/2003;RS;Novilha Intermediaria;1084;0
11/2003;SP;Muar;3;6
11/2004;PA;Touro/Touruno;490;0
11/2004;PE;Galeto;102330;0
11/2004;TO;Novilhona;42;0
11/2005;BA;Bovino;30072;4663
11/2005;BA;Frango;3762047;0
11/2005;RS;Cordeiro;706;0
11/2005;RS;Vaca;8744;0
11/2006;AC;Bovino;14153;1906
11/2006;MG;Suino;45331;36895
11/2006;SP;Novilho Precoce;185;0
11/2006;SP;Pato;4878;0
11/2007;GO;Asinino;1;0
11/2007;MS;Frango;10083669;0
11/2007;MT;Equino;113;108
11/2007;PR;Novilhao;4619;0
11/2007;SC;Porco Nao Classificado;37538;0
11/2007;SP;Avestruz Fêmea;130;0
11/2007;SP;Capao;4;0
11/2008;MG;Suino;47270;42940
11/2008;PR;Suino Tipo Carne,;37829;38114
11/2008;SC;Novilho Intermediario;239;0
11/2008;SP;Ovino;311;94
11/2009;BA;Suino;3716;1332
11/2009;GO;Novilho Intermediario;1280;0
11/2009;MG;Ovino;247;183
11/2009;MT;Suino Tipo Banha,;270;0
11/2010;MG;Novilhona;50;0
11/2010;MT;Galo;2133;0
11/2010;PR;Frango;110403906;0
11/2010;PR;Novilha Precoce;17;0
11/2010;PR;Novilhao;4430;0
11/2010;RS;Suino;251222;216514
11/2011;MT;Novilhona;30615;0
11/2011;SC;Ra;9805;0
11/2012;PR;Novilhao;3015;0
11/2013;MS;Novilhao;20;0
11/2013;PR;Galinha De Postura;6298;0
11/2013;TO;Bovino;54186;26492
11/2014;MG;Suino Tipo Carne,;80530;49846
11/2014;MG;Vaca;333;0
11/2014;MT;Suino;4300;4300
11/2014;RN;Frango;329224;0
11/2015;MG;Peru;307641;0
11/2015;RO;Touro/Touruno;68392;0
11/2015;RS;Frango;63531409;0
11/2016;GO;Touro/Touruno;6725;0
11/2016;MT;Vaca;5138;0
11/2016;PR;Galo;56939;0
11/2016;PR;Vaca;4067;0
11/2016;RS;Peru;449433;0
11/2017;MG;Porca Matrizeira;3138;0
11/2017;PE;Galeto;1296323;0
11/2017;PR;Coelho;715;0
11/2017;SC;Novilho Intermediario;886;0
11/2018;BA;Suino;214;163
11/2018;GO;Novilha Intermediaria;3721;0
11/2018;MG;Avestruz;30;0
11/2018;MG;Muar;2;1
11/2018;MS;Frango;14248845;0
11/2018;MT;Novilhao;64576;0
11/2018;PR;Novilhao;2512;0
11/2019;DF;Suino Tipo Carne,;290;290
11/2019;MG;Bubalino Jovem;40;0
11/2019;PR;Muar;1;1
11/2020;GO;Porco Nao Classificado;559;0
11/2020;MS;Novilho Precoce;1026;0
11/2020;MT;Suino Tipo Carne,;98254;94089
11/2020;RR;Bovino;953;134
11/2020;RS;Equino;450;575
11/2020;SC;Suino Tipo Banha,;14;0
11/2021;MG;Galinha;9034029;724537
11/2021;MS;Suíno;304648;7230
11/2021;MT;Bovino;317360;88509
11/2021;RS;Aves;7053218;16589299
12/2002;RS;Javali;105;84
12/2003;RS;Peru;433641;0
12/2004;AM;Bovino;18;0
12/2004;DF;Frango;3591758;0
12/2004;MT;Bovino;81136;44691
12/2004;RS;Leitao;1586;0
12/2004;SC;Perdiz;31634;0
12/2004;SP;Cordeiro;848;0
12/2004;SP;Novilhona;54;0
12/2005;GO;Equino;812;735
12/2005;PR;Suino Tipo Carne,;85069;83714
12/2005;RS;Capao;96;0
12/2006;BA;Bufala;12;0
12/2007;MG;Leitao;3;0
12/2007;SC;Bovino;1877;2293
12/2008;GO;Ovelha;91;0
12/2008;MS;Ovino;106;0
12/2008;RS;Novilha Precoce;1216;0
12/2008;SE;Suino;92;43
12/2008;SP;Leitoa;750;0
12/2009;MG;Bufala;23;0
12/2009;MG;Leitoa;169;0
12/2009;SP;Avestruz;223;0
12/2009;SP;Bubalino Jovem;63;0
12/2009;SP;Porca Matrizeira;315;0
12/2010;RS;Touro/Touruno;183;0
12/2011;MS;Bufala;97;0
12/2011;MT;Ovino;12;78
12/2011;PR;Bufalo;47;0
12/2011;RJ;Bovino;40;20
12/2012;PR;Leitao;906;0
12/2012;RN;Frango;483333;0
12/2012;TO;Frango;813778;0
12/2013;GO;Suino;864;743
12/2013;MS;Bufala;30;0
12/2013;PB;Frango;1642090;0
12/2014;TO;Novilhona;790;0
12/2015;SP;Galo;25716;0
12/2016;AC;Bovino;20338;5633
12/2016;AC;Porca Matrizeira;59;0
12/2016;BA;Cabrita;53;0
12/2016;DF;Galinha De Postura;7928;0
12/2016;GO;Novilhao;14276;0
12/2016;MS;Suino;32570;34047
12/2016;RS;Bufalo;5;0
12/2016;SC;Novilhao;411;0
12/2016;SP;Novilho Precoce;131;0
12/2017;AC;Porca Matrizeira;24;0
12/2017;RO;Bovino;39200;23682
12/2017;RS;Leitao;2042;0
12/2017;TO;Bovino;38912;20949
12/2018;BA;Suino;169;169
12/2018;ES;Frango;3006991;0
12/2018;MG;Galinha;147620;0
12/2018;RS;Novilho Precoce;714;0
12/2019;MT;Novilhao;21307;0
12/2019;RS;Ovino;726;1072
12/2019;SC;Suino;262623;247322
12/2020;MT;Bufala;20;0
12/2020;MT;Suino Tipo Carne,;104806;100560
12/2020;RO;Novilha Intermediaria;4506;0
12/2020;RS;Muar;1;1
12/2020;RS;Touro/Touruno;26;0
12/2020;SC;Cordeiro;23;0
12/2020;SP;Tilápia;597476;0
12/2020;TO;Galo;2290;0
01/2000;MG;Suino;2386;1988
01/2003;ES;Bovino;10541;637
01/2003;PA;Frango;1189335;0
01/2003;TO;Bufalo;25;0
01/2004;AC;Bovino;8107;1260
01/2004;BA;Ovino;300;81
01/2004;GO;Suino Tipo Carne,;85507;4390
01/2004;GO;Vaca;10744;0
01/2004;PR;Porco Matrizeiro;2;0
01/2005;PA;Novilhona;336;0
01/2005;RS;Novilho Intermediario;4925;0
01/2005;SP;Coelha;255;0
01/2006;SP;Leitao;167;0
01/2006;SP;Porco Nao Classificado;310;0
01/2007;MG;Galeto;217944;0
01/2008;PR;Asinino;3;4
01/2008;RJ;Frango;527926;0
01/2008;RS;Bufala;67;0
01/2009;TO;Bufala;14;0
01/2010;MT;Muar;19;9
01/2011;GO;Bufala;37;0
01/2011;SP;Suino Tipo Carne,;47348;23832
01/2012;PI;Galeto;80;0
01/2012;PR;Ovino;76;172
01/2012;PR;Suino;118026;112966
01/2012;RS;Galo;35099;0
01/2012;SP;Novilha Intermediaria;1882;0
01/2013;MG;Suino Tipo Carne,;85430;70121
01/2013;MS;Novilhona;269;0
01/2013;PR;Suino Tipo Carne,;124607;118650
01/2013;RR;Suino;1;0
01/2014;PR;Bovino;49673;34354
01/2014;PR;Galinha De Postura;25750;0
01/2014;SC;Novilho Intermediario;284;0
01/2015;AM;Novilhao;178;0
01/2015;PE;Frango;3148793;0
01/2015;RS;Bovino;27214;16791
01/2015;RS;Suino;266658;239329
01/2016;MG;Galinha De Postura;42372;0
01/2016;MG;Galo;5698;0
01/2016;RS;Ovino;80;4553
01/2017;RS;Porco Matrizeiro;5;0
01/2018;ES;Bovino;12492;2034
01/2018;RS;Porca Matrizeira;7576;0
01/2018;SC;Marreco;1650;0
01/2018;SE;Asinino;149;191
01/2018;SP;Novilha Precoce;1020;0
01/2019;BA;Equino;1086;849
01/2019;GO;Suino Tipo Carne,;8829;6049
01/2019;MA;Frango;221180;0
01/2019;MS;Bufala;7;0
01/2019;MS;Suino;39605;43134
01/2019;SE;Bovino;3529;867
01/2020;BA;Equino;893;971
01/2020;GO;Bufalo;56;0
01/2020;SP;Suino;35846;25921
01/2021;AM;Bovino;644;449
01/2021;MG;Muar;5;3
01/2021;MG;Porca Matrizeira;2139;0
01/2021;MT;Bovino;202380;96352
01/2021;MT;Frango;18567957;0
01/2021;PA;Bufalo;67;0
01/2021;PR;Novilhao;1540;0
01/2021;SP;Vaca;9;0
01/2022;GO;Aves;11649795;4424001
01/2022;MG;Galinha;8732501;751934
01/2022;PR;Bovino;35508;23261
02/2003;MT;Novilho Precoce;126;0
02/2003;RS;Capao;159;0
02/2003;SP;Bufalo;6;0
02/2004;RS;Novilha Intermediaria;937;0
02/2004;SC;Equino;281;237
02/2004;TO;Ovino;0;3
02/2005;GO;Galinha De Postura;34650;0
02/2005;GO;Novilho Intermediario;4571;0
02/2005;MG;Galinha;102135;0
02/2005;PA;Touro/Touruno;323;0
02/2006;PE;Suino;30;0
02/2006;RJ;Equino;157;165
02/2006;RS;Capao;10;0
02/2006;SC;Novilha Precoce;729;0
02/2007;GO;Novilho Precoce;2098;0
02/2007;GO;Suino Tipo Carne,;77980;0
02/2007;MG;Novilho Precoce;5759;0
02/2007;MS;Capao;24;0
02/2007;MS;Muar;15;19
